Recognised Vehicle Name,Brand,Model,Year,Category,Engine,Transmission,Mileage km per full tank,Hybrid,Fuel Type,Oil Consumption Km per L,Boot Space L,Airbags,Seating Capacity,Fuel Tank Capacity L,Common Errors,Similar Vehicles,Market Price LKR
Nissan Leaf 2023,Nissan,Leaf,2023,Pickup,2.4L I4,Automatic,471,No,Petrol,16.9,289,10,6,40,AC compressor failure; Turbocharger lag; Brake pad wear prematurely; Timing chain stretch; Airbag sensor warning,BMW X3; Land Rover Range Rover Sport; Audi A6,7437240.00
Honda Odyssey 2007,Honda,Odyssey,2007,Sports,1.6L I4,6-Speed Automatic,495,No,Diesel,16.6,453,8,4,75,Alternator failure; Head gasket issue; Suspension noise; Brake pad wear prematurely; Starter motor issues,Nissan Pathfinder; Chevrolet Camaro; Jeep Grand Cherokee,439200.00
Ford Ranger 2006,Ford,Ranger,2006,Sedan,1.6L I4,Dual-Clutch (DCT),715,No,Diesel,11.8,737,6,8,55,Timing chain stretch; Infotainment touchscreen lag; DPF clogging (diesel); Power steering leak; Oil leak from valve cover,Land Rover Discovery; Ford Focus; Kia Cerato,1193400.00
Nissan Juke 2011,Nissan,Juke,2011,Convertible,2.4L I4,CVT,526,No,Petrol,8.4,253,6,4,60,Power steering leak; Fuel injector clogging; Alternator failure; DPF clogging (diesel); Suspension noise,Porsche 911; Subaru BRZ; Tesla Model 3,948600.00
Hyundai Elantra 2003,Hyundai,Elantra,2003,Sports,1.0L I3,6-Speed Automatic,794,No,Petrol,15.4,570,10,7,90,Battery degradation; Timing chain stretch; Fuel injector clogging; Brake pad wear prematurely; Hybrid battery cell imbalance,Nissan Maxima; Chevrolet Silverado; Nissan GT-R,360000.00
Ford Escape 2006,Ford,Escape,2006,Hatchback,Electric Motor (single),Manual,579,No,Petrol,,685,4,7,,Starter motor issues; Oil leak from valve cover; Airbag sensor warning; Brake pad wear prematurely; DPF clogging (diesel),Volkswagen Passat; Subaru Impreza; Subaru BRZ,1313280.00
Jeep Wrangler 2013,Jeep,Wrangler,2013,Convertible,1.4L I4,Dual-Clutch (DCT),668,No,Petrol,8.2,480,4,5,40,Exhaust manifold crack; Oil leak from valve cover; Brake pad wear prematurely; Hybrid battery cell imbalance; Power steering leak,Jaguar I-Pace; Jaguar XE; Honda CR-V,2323080.00
Mercedes-Benz GLE 2024,Mercedes-Benz,GLE,2024,Convertible,4.0L V8,8-Speed Automatic,605,No,Petrol,8,785,4,7,40,Head gasket issue; Window regulator failure; Airbag sensor warning; Coolant leak; Fuel injector clogging,Audi A6; Hyundai Ioniq; Volkswagen ID.4,13944600.00
Mitsubishi Lancer 2005,Mitsubishi,Lancer,2005,Sports,2.2L I4 Turbo,Manual,521,No,Petrol,17.4,484,4,5,40,Timing chain stretch; Brake pad wear prematurely; Coolant leak; Alternator failure; AC compressor failure,Tesla Model Y; Subaru BRZ; Kia Carnival,1541160.00
Honda Fit 2023,Honda,Fit,2023,MPV,1.6L I4,Dual-Clutch (DCT),566,No,Petrol,8.1,564,4,8,60,Suspension noise; Fuel injector clogging; AC compressor failure; Alternator failure; Hybrid battery cell imbalance,Volkswagen Tiguan; BMW X7; Volvo S90,7710480.00
Audi Q5 2008,Audi,Q5,2008,Convertible,2.0L I4,8-Speed Automatic,479,No,Petrol,12.3,351,8,2,75,Suspension noise; Window regulator failure; Airbag sensor warning; Coolant leak; Brake pad wear prematurely,Porsche 911; Mercedes-Benz A-Class; Hyundai Santa Fe,1982160.00
Toyota Hilux 2005,Toyota,Hilux,2005,Pickup,1.8L I4,Dual-Clutch (DCT),435,No,Petrol,12.6,612,2,8,80,Starter motor issues; AC compressor failure; Alternator failure; Hybrid battery cell imbalance; Head gasket issue,Nissan Juke; Toyota Prius; Ford Escape,360000.00
Chevrolet Camaro 2024,Chevrolet,Camaro,2024,SUV,1.4L I4,CVT,880,No,Petrol,17.7,308,10,8,65,Turbocharger lag; Brake pad wear prematurely; Starter motor issues; Power steering leak; Window regulator failure,Mercedes-Benz S-Class; Kia Sportage; Tesla Model S,10482120.00
Land Rover Range Rover Sport 2007,Land Rover,Range Rover Sport,2007,MPV,1.2L I4,8-Speed Automatic,721,No,Petrol,8.4,757,6,2,80,DPF clogging (diesel); Starter motor issues; AC compressor failure; Timing chain stretch; Coolant leak,Land Rover Discovery; Mazda CX-3; Chevrolet Traverse,817200.00
Tesla Model X 2007,Tesla,Model X,2007,Hatchback,4.0L V8,6-Speed Automatic,651,No,Petrol,9,488,6,2,90,Infotainment touchscreen lag; Alternator failure; Battery degradation; Turbocharger lag; Oil leak from valve cover,Chevrolet Tahoe; Mercedes-Benz G-Class; Land Rover Discovery,2221200.00
Volvo V60 2019,Volvo,V60,2019,Convertible,1.8L I4,6-Speed Automatic,476,No,Petrol,14.2,493,6,2,60,Power steering leak; Battery degradation; Fuel injector clogging; Turbocharger lag; AC compressor failure,Chevrolet Traverse; Kia Seltos; Mazda CX-30,5827680.00
Jeep Compass 2002,Jeep,Compass,2002,Convertible,1.5L I4,8-Speed Automatic,891,No,Petrol,11.2,330,4,6,65,Infotainment touchscreen lag; Power steering leak; DPF clogging (diesel); Exhaust manifold crack; Coolant leak,Tesla Model S; Chevrolet Malibu; Audi e-tron,1225800.00
Subaru Outback 2017,Subaru,Outback,2017,Sports,Electric Dual Motor,8-Speed Automatic,572,No,Electric,,593,2,7,,DPF clogging (diesel); Head gasket issue; Timing chain stretch; Turbocharger lag; Coolant leak,Toyota Corolla; BMW X5; Toyota Hilux,3412080.00
Tesla Model Y 2004,Tesla,Model Y,2004,Coupe,1.5L I4,Manual,584,No,Diesel,16.2,501,8,4,80,DPF clogging (diesel); Timing chain stretch; Brake pad wear prematurely; Exhaust manifold crack; Oil leak from valve cover,Chevrolet Malibu; Nissan GT-R; Chevrolet Equinox,2194200.00
Subaru BRZ 2000,Subaru,BRZ,2000,Sedan,5.0L V8,CVT,759,No,Petrol,12.8,361,2,4,65,Starter motor issues; Turbocharger lag; Timing chain stretch; Exhaust manifold crack; AC compressor failure,Land Rover Range Rover; Chevrolet Tahoe; Mercedes-Benz A-Class,1112760.00
Land Rover Evoque 2004,Land Rover,Evoque,2004,Convertible,2.5L I4,Dual-Clutch (DCT),769,No,Diesel,15,493,2,4,40,Oil leak from valve cover; Suspension noise; Head gasket issue; Exhaust manifold crack; AC compressor failure,Land Rover Range Rover Sport; Volvo XC60; Volkswagen Tiguan,982440.00
Porsche Cayenne 2009,Porsche,Cayenne,2009,SUV,2.2L I4 Turbo,Dual-Clutch (DCT),539,No,Petrol,17.8,328,4,6,90,Oil leak from valve cover; Timing chain stretch; Hybrid battery cell imbalance; Suspension noise; Turbocharger lag,Volvo C40; Mitsubishi Pajero; Kia Sorento,3071160.00
Subaru Outback 2005,Subaru,Outback,2005,Convertible,1.2L I4,CVT,499,No,Petrol,11.6,543,2,4,60,Suspension noise; Coolant leak; Alternator failure; Turbocharger lag; Brake pad wear prematurely,Toyota RAV4; Kia Sportage; BMW 5 Series,1389240.00
Mitsubishi Outlander 2020,Mitsubishi,Outlander,2020,MPV,1.2L I4,Automatic,443,No,Petrol,13.6,695,2,2,65,Turbocharger lag; Transmission jerking; AC compressor failure; Battery degradation; Exhaust manifold crack,Porsche Macan; BMW 7 Series; Kia Sorento,4447080.00
Subaru BRZ 2011,Subaru,BRZ,2011,Hatchback,1.6L I4,6-Speed Automatic,569,No,Petrol,9,353,2,7,70,Power steering leak; Exhaust manifold crack; Oil leak from valve cover; Transmission jerking; Suspension noise,Volvo C40; Honda HR-V; Honda Odyssey,651600.00
Audi A8 2025,Audi,A8,2025,SUV,1.6L I4,6-Speed Automatic,893,No,Electric,14.1,735,6,6,50,Infotainment touchscreen lag; Transmission jerking; Battery degradation; DPF clogging (diesel); Oil leak from valve cover,Mazda CX-5; Audi e-tron; BMW X7,24669000.00
Jaguar E-Pace 2002,Jaguar,E-Pace,2002,Crossover,1.6L I4,8-Speed Automatic,449,No,Petrol,16.7,760,2,6,45,Window regulator failure; Infotainment touchscreen lag; Suspension noise; Transmission jerking; Coolant leak,Hyundai Sonata; Subaru Legacy; Subaru WRX,360000.00
Honda Accord 2022,Honda,Accord,2022,Crossover,Electric Motor (single),CVT,431,No,Petrol,,343,2,7,,Power steering leak; Oil leak from valve cover; Battery degradation; Transmission jerking; Hybrid battery cell imbalance,Chevrolet Camaro; Volvo S60; Subaru BRZ,6013080.00
Volvo C40 2019,Volvo,C40,2019,Hatchback,3.0L V6,CVT,749,No,Petrol,16.8,243,10,8,40,Timing chain stretch; Coolant leak; AC compressor failure; Starter motor issues; Alternator failure,Mazda 3; Mercedes-Benz C-Class; Jeep Wrangler,6246720.00
Honda HR-V 2012,Honda,HR-V,2012,Hatchback,Electric Motor (single),6-Speed Automatic,538,No,Diesel,,676,2,2,,Suspension noise; Alternator failure; Hybrid battery cell imbalance; DPF clogging (diesel); Brake pad wear prematurely,Tesla Model S; Ford Edge; Kia Stinger,1551960.00
Kia EV6 2006,Kia,EV6,2006,MPV,Electric Dual Motor,Manual,319,No,Petrol,,349,4,5,,Exhaust manifold crack; Oil leak from valve cover; Hybrid battery cell imbalance; Airbag sensor warning; Battery degradation,Land Rover Defender; Mitsubishi Pajero; BMW i4,2018520.00
Ford Escape 2000,Ford,Escape,2000,MPV,5.0L V8,CVT,725,No,Petrol,10.7,283,6,8,75,DPF clogging (diesel); Head gasket issue; Brake pad wear prematurely; Fuel injector clogging; Suspension noise,Ford Focus; Honda Insight; Land Rover Discovery,1883520.00
Kia Seltos 2005,Kia,Seltos,2005,Convertible,2.0L I4,CVT,646,No,Petrol,9.6,647,6,8,90,Hybrid battery cell imbalance; AC compressor failure; Coolant leak; Brake pad wear prematurely; Turbocharger lag,Chevrolet Traverse; Kia Carnival; Kia Stinger,1759680.00
Toyota RAV4 2014,Toyota,RAV4,2014,SUV,1.6L I4,Dual-Clutch (DCT),458,No,Petrol,10.6,203,8,4,75,Exhaust manifold crack; Alternator failure; Oil leak from valve cover; Brake pad wear prematurely; Head gasket issue,Mercedes-Benz GLE; Mazda 6; Audi A4,2251080.00
Tesla Model 3 2006,Tesla,Model 3,2006,Coupe,1.0L I3,CVT,408,No,Petrol,16.2,327,8,8,75,DPF clogging (diesel); Airbag sensor warning; Battery degradation; Coolant leak; Exhaust manifold crack,Tesla Model S; Nissan Juke; Mercedes-Benz G-Class,1807200.00
Jeep Compass 2011,Jeep,Compass,2011,SUV,1.8L I4,8-Speed Automatic,677,No,Petrol,14.6,647,6,8,90,Alternator failure; Turbocharger lag; Airbag sensor warning; Exhaust manifold crack; AC compressor failure,Jeep Renegade; Nissan Altima; Porsche Panamera,1947960.00
Jaguar E-Pace 2020,Jaguar,E-Pace,2020,Sedan,Electric Motor (single),8-Speed Automatic,448,No,Electric,,428,8,7,,Hybrid battery cell imbalance; Alternator failure; Brake pad wear prematurely; Power steering leak; Exhaust manifold crack,Volvo XC90; Jeep Compass; Mazda MX-5,9298800.00
Toyota Land Cruiser 2025,Toyota,Land Cruiser,2025,SUV,2.2L I4 Turbo,8-Speed Automatic,537,No,Petrol,16.4,624,4,2,70,Oil leak from valve cover; AC compressor failure; Exhaust manifold crack; Starter motor issues; Battery degradation,Jaguar XF; Kia Stinger; Tesla Model 3,12109320.00
Mercedes-Benz GLS 2007,Mercedes-Benz,GLS,2007,Convertible,4.0L V8,Automatic,824,Yes,Diesel,12.3,599,4,6,65,Head gasket issue; Suspension noise; DPF clogging (diesel); Timing chain stretch; Alternator failure,Nissan Navara; Porsche Cayenne; Nissan GT-R,2242800.00
Porsche Macan 2024,Porsche,Macan,2024,SUV,2.4L I4,8-Speed Automatic,885,No,Petrol,8.3,211,10,4,40,Airbag sensor warning; Coolant leak; Turbocharger lag; Hybrid battery cell imbalance; AC compressor failure,Chevrolet Silverado; Volvo XC40; Subaru Forester,17304480.00
Mercedes-Benz E-Class 2020,Mercedes-Benz,E-Class,2020,Pickup,2.2L I4 Turbo,CVT,674,No,Petrol,16.1,587,6,8,40,Fuel injector clogging; Turbocharger lag; Starter motor issues; AC compressor failure; Alternator failure,Volvo XC90; Nissan Pathfinder; Nissan Maxima,6794640.00
Chevrolet Malibu 2008,Chevrolet,Malibu,2008,Hatchback,1.8L I4,Manual,653,No,Diesel,10.1,303,8,2,70,Turbocharger lag; Power steering leak; Airbag sensor warning; Brake pad wear prematurely; DPF clogging (diesel),Kia Seltos; Volvo XC40; Mercedes-Benz S-Class,954360.00
Mercedes-Benz S-Class 2000,Mercedes-Benz,S-Class,2000,Sedan,1.8L I4,6-Speed Automatic,460,No,Electric,12.8,759,2,4,80,Fuel injector clogging; Alternator failure; Brake pad wear prematurely; AC compressor failure; Head gasket issue,Jaguar XE; Chevrolet Corvette; Audi A4,1155600.00
Tesla Model S 2006,Tesla,Model S,2006,SUV,1.0L I3,CVT,512,No,Petrol,9.3,480,8,4,45,Battery degradation; Coolant leak; Transmission jerking; Window regulator failure; Power steering leak,Jaguar XE; Jeep Grand Cherokee; BMW 7 Series,1698480.00
Volkswagen Polo 2006,Volkswagen,Polo,2006,Hatchback,2.4L I4,Dual-Clutch (DCT),698,No,Petrol,9.7,410,8,6,75,DPF clogging (diesel); Fuel injector clogging; Infotainment touchscreen lag; Alternator failure; Hybrid battery cell imbalance,BMW X3; Subaru Forester; Mazda 3,873720.00
Honda Insight 2005,Honda,Insight,2005,MPV,1.2L I4,8-Speed Automatic,700,No,Petrol,16.8,743,6,6,40,Alternator failure; Suspension noise; Infotainment touchscreen lag; DPF clogging (diesel); Exhaust manifold crack,Volkswagen Golf; Honda Accord; Audi A4,683280.00
Tesla Model X 2004,Tesla,Model X,2004,Sedan,3.0L V6,Manual,563,No,Petrol,10.1,781,6,4,80,Turbocharger lag; Hybrid battery cell imbalance; Transmission jerking; Brake pad wear prematurely; Head gasket issue,Hyundai Sonata; Honda CR-V; Land Rover Range Rover Sport,360000.00
Mazda 6 2010,Mazda,6,2010,Sedan,2.0L I4,Automatic,810,No,Petrol,10.7,322,2,6,50,Airbag sensor warning; Infotainment touchscreen lag; Hybrid battery cell imbalance; Timing chain stretch; AC compressor failure,Toyota Hilux; Toyota Camry; Volvo C40,906480.00
Hyundai Sonata 2001,Hyundai,Sonata,2001,Sedan,1.2L I4,CVT,435,No,Diesel,12.2,508,6,5,65,Hybrid battery cell imbalance; Turbocharger lag; Coolant leak; Infotainment touchscreen lag; Power steering leak,Ford Escape; Mazda MX-5; Kia Rio,1267560.00
Jeep Compass 2020,Jeep,Compass,2020,Hatchback,1.5L I4,CVT,414,No,Diesel,9.4,530,8,4,50,Turbocharger lag; Brake pad wear prematurely; Battery degradation; AC compressor failure; Oil leak from valve cover,Ford Explorer; Nissan Rogue; Ford Escape,3240360.00
Hyundai Elantra 2008,Hyundai,Elantra,2008,Convertible,3.0L V6,6-Speed Automatic,538,No,Diesel,13.8,322,4,5,50,Exhaust manifold crack; DPF clogging (diesel); Window regulator failure; Alternator failure; Timing chain stretch,Mitsubishi Eclipse Cross; Porsche 911; Hyundai Tucson,1551960.00
Kia EV6 2007,Kia,EV6,2007,MPV,1.4L I4,CVT,764,No,Petrol,16.7,410,2,2,75,Oil leak from valve cover; Brake pad wear prematurely; AC compressor failure; Exhaust manifold crack; Window regulator failure,Mazda CX-30; BMW 5 Series; Mitsubishi Mirage,2176560.00
Nissan GT-R 2006,Nissan,GT-R,2006,Crossover,3.0L V6,CVT,735,No,Petrol,17.1,424,6,6,75,Airbag sensor warning; Head gasket issue; Brake pad wear prematurely; Hybrid battery cell imbalance; Coolant leak,Hyundai Tucson; Land Rover Velar; Mercedes-Benz GLE,360000.00
Hyundai Ioniq 2018,Hyundai,Ioniq,2018,Crossover,1.5L I4,Automatic,848,No,Petrol,8.2,671,4,5,40,Power steering leak; Head gasket issue; Window regulator failure; Battery degradation; Fuel injector clogging,Honda Fit; Subaru Forester; Land Rover Defender,2513880.00
BMW 7 Series 2012,BMW,7 Series,2012,Coupe,5.0L V8,8-Speed Automatic,427,No,Petrol,8.5,591,8,4,60,Brake pad wear prematurely; Hybrid battery cell imbalance; Suspension noise; Fuel injector clogging; Power steering leak,Land Rover Defender; Nissan Maxima; Ford Escape,2767680.00
Audi A4 2007,Audi,A4,2007,Sedan,1.5L I4,Manual,694,No,Petrol,9,431,10,8,70,Hybrid battery cell imbalance; Airbag sensor warning; Alternator failure; Timing chain stretch; Fuel injector clogging,BMW X5; Mercedes-Benz GLE; Subaru Impreza,1609200.00
Hyundai Palisade 2019,Hyundai,Palisade,2019,Sedan,2.5L I4,6-Speed Automatic,448,No,Diesel,14.2,512,4,4,65,Turbocharger lag; Suspension noise; Exhaust manifold crack; Infotainment touchscreen lag; Window regulator failure,Toyota Prius; Mitsubishi Pajero; Land Rover Discovery,3092040.00
Kia Rio 2005,Kia,Rio,2005,SUV,2.4L I4,Manual,747,No,Petrol,11.5,685,10,2,75,Timing chain stretch; Power steering leak; Alternator failure; Oil leak from valve cover; AC compressor failure,Hyundai Kona; Audi A8; Jaguar F-Pace,1353960.00
Volvo S90 2024,Volvo,S90,2024,Hatchback,1.6L I4,Manual,555,No,Petrol,12.9,559,10,5,75,Fuel injector clogging; Battery degradation; Window regulator failure; AC compressor failure; Exhaust manifold crack,Tesla Model S; Jaguar XF; Mitsubishi ASX,13937760.00
Nissan Juke 2021,Nissan,Juke,2021,Convertible,1.0L I3,Automatic,838,No,Electric,11.6,231,4,7,70,Battery degradation; Brake pad wear prematurely; Turbocharger lag; Exhaust manifold crack; Hybrid battery cell imbalance,Nissan Maxima; Hyundai Sonata; Volvo XC40,7035840.00
Volvo S90 2008,Volvo,S90,2008,Convertible,3.5L V6,CVT,701,No,Electric,11.1,242,10,7,65,Airbag sensor warning; Alternator failure; DPF clogging (diesel); Window regulator failure; Battery degradation,Nissan Rogue; Toyota RAV4; Porsche Panamera,1408320.00
Chevrolet Equinox 2021,Chevrolet,Equinox,2021,MPV,1.6L I4,8-Speed Automatic,719,No,Petrol,12.9,266,6,2,75,Oil leak from valve cover; Brake pad wear prematurely; Transmission jerking; Alternator failure; Airbag sensor warning,Kia Sportage; Toyota Camry; Land Rover Defender,5418000.00
Tesla Model S 2001,Tesla,Model S,2001,Coupe,2.4L I4,Automatic,849,No,Diesel,14.7,774,4,2,60,Starter motor issues; Brake pad wear prematurely; DPF clogging (diesel); Turbocharger lag; Transmission jerking,Toyota Corolla Cross; Mitsubishi Pajero; Subaru Forester,361800.00
Audi Q7 2013,Audi,Q7,2013,MPV,4.0L V8,Manual,871,No,Petrol,13.6,530,10,4,55,Fuel injector clogging; Starter motor issues; DPF clogging (diesel); Brake pad wear prematurely; Transmission jerking,Honda Fit; Kia Rio; Volvo C40,2483280.00
Mitsubishi Outlander 2012,Mitsubishi,Outlander,2012,SUV,5.0L V8,Manual,669,No,Petrol,17.3,566,8,5,70,Window regulator failure; DPF clogging (diesel); Exhaust manifold crack; Airbag sensor warning; AC compressor failure,Toyota Yaris; Land Rover Range Rover; Honda Pilot,2179440.00
Chevrolet Traverse 2009,Chevrolet,Traverse,2009,Sports,2.2L I4 Turbo,8-Speed Automatic,591,No,Petrol,13.7,500,2,6,50,Hybrid battery cell imbalance; AC compressor failure; Window regulator failure; Head gasket issue; Coolant leak,Ford Ranger; Honda Fit; Ford Focus,2422800.00
Volkswagen ID.4 2020,Volkswagen,ID.4,2020,Hatchback,1.5L I4,CVT,820,No,Petrol,11.3,262,2,8,90,Head gasket issue; Oil leak from valve cover; Brake pad wear prematurely; Airbag sensor warning; Starter motor issues,Porsche Cayman; Chevrolet Camaro; Audi A6,4132080.00
Chevrolet Malibu 2020,Chevrolet,Malibu,2020,Sedan,2.5L I4,6-Speed Automatic,812,No,Petrol,9.1,200,4,7,45,Head gasket issue; Alternator failure; Timing chain stretch; Brake pad wear prematurely; Exhaust manifold crack,Toyota Yaris; Porsche Cayenne; Volvo S90,4669920.00
Subaru Impreza 2009,Subaru,Impreza,2009,SUV,4.0L V8,Dual-Clutch (DCT),819,No,Diesel,10.6,649,10,2,70,Starter motor issues; AC compressor failure; Suspension noise; Airbag sensor warning; Timing chain stretch,Porsche Taycan; BMW X3; Mitsubishi Pajero,551520.00
Land Rover Velar 2009,Land Rover,Velar,2009,Crossover,1.5L I4,8-Speed Automatic,588,No,Petrol,15,309,8,6,70,Starter motor issues; AC compressor failure; Transmission jerking; Window regulator failure; Alternator failure,Mazda CX-30; Toyota RAV4; Kia Rio,2146680.00
Ford Edge 2001,Ford,Edge,2001,Crossover,3.5L V6,Automatic,851,No,Petrol,17.8,566,10,7,55,Battery degradation; Head gasket issue; Hybrid battery cell imbalance; Exhaust manifold crack; Turbocharger lag,Chevrolet Corvette; Subaru Forester; Tesla Model X,360000.00
Jeep Grand Cherokee 2025,Jeep,Grand Cherokee,2025,Hatchback,2.5L I4,Dual-Clutch (DCT),869,No,Petrol,17.6,384,10,8,80,Head gasket issue; Fuel injector clogging; Starter motor issues; Infotainment touchscreen lag; Battery degradation,Jeep Cherokee; Honda Civic; Ford Explorer,8203680.00
Toyota RAV4 2007,Toyota,RAV4,2007,SUV,1.5L I4,6-Speed Automatic,655,No,Petrol,15.6,442,2,4,70,DPF clogging (diesel); Turbocharger lag; Oil leak from valve cover; Fuel injector clogging; Alternator failure,Honda CR-V; Volvo S90; Mazda 3,360000.00
Kia Cerato 2022,Kia,Cerato,2022,SUV,Electric Motor (single),Dual-Clutch (DCT),593,No,Electric,,458,8,6,,Transmission jerking; Timing chain stretch; Brake pad wear prematurely; Suspension noise; DPF clogging (diesel),Jaguar E-Pace; BMW 7 Series; Honda Pilot,9624960.00
Porsche 911 2020,Porsche,911,2020,Sedan,1.5L I4,Automatic,814,No,Petrol,15.7,781,10,2,65,Suspension noise; Head gasket issue; Power steering leak; Brake pad wear prematurely; Exhaust manifold crack,Mitsubishi Outlander; Porsche Macan; Subaru WRX,8149680.00
Tesla Model 3 2025,Tesla,Model 3,2025,Convertible,1.4L I4,Dual-Clutch (DCT),720,No,Petrol,8.8,729,6,2,45,Power steering leak; Timing chain stretch; Oil leak from valve cover; Infotainment touchscreen lag; AC compressor failure,Hyundai Kona; Volkswagen Polo; Mazda CX-5,21540600.00
Tesla Model S 2005,Tesla,Model S,2005,Sports,2.5L I4,Manual,694,No,Petrol,14.1,519,8,7,40,Coolant leak; Alternator failure; Power steering leak; Fuel injector clogging; AC compressor failure,Tesla Model X; Land Rover Range Rover Sport; Volkswagen Tiguan,360000.00
